customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,ChargesDaily
8590-YFFQO,No,Male,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.95,0.0,2.16
8591-NXRCV,No,Female,0,0,0,41,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),74.65,0.0,2.49
8591-TKMZH,No,Male,0,1,1,59,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,111.1,0.0,3.7
8592-PLTMQ,No,Female,0,0,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.7,0.0,0.82
8593-WHYHV,Yes,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.3,0.0,2.84
8595-SIZNC,No,Female,1,1,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.6,1.0,0.85
8597-CTXVJ,No,Male,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.95,0.0,2.16
8597-CWYHH,No,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,0.0,3.14
8601-QACRS,Yes,Female,0,0,0,5,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.6,0.0,1.69
8603-IJWDN,Yes,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.6,0.0,2.89
8605-ITULD,No,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,0.0,0.65
8606-CIQUL,No,Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.75,1.0,3.86
8606-OEGQZ,No,Female,0,0,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.3,0.0,0.84
8608-OZTLB,No,Male,0,1,1,38,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Electronic check,74.05,0.0,2.47
8610-WFCJF,Yes,Female,0,1,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.6,0.0,3.19
8610-ZIKJJ,No,Female,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,0.0,0.68
8612-GXIDD,No,Male,0,1,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.4,0.0,0.85
8614-VGMMV,Yes,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.1,0.0,1.64
8617-ENBDS,No,Male,0,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),73.6,0.0,2.45
8619-IJNDK,No,Female,0,1,1,71,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.05,0.0,2.13
8620-RJPZN,No,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.7,0.0,0.69
8621-MNIHH,Yes,Female,1,1,0,34,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.25,1.0,3.14
8622-ZLFKO,No,Female,0,1,0,6,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.75,0.0,3.02
8623-TMRBY,Yes,Male,1,1,1,51,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.2,1.0,2.81
8623-ULFNQ,No,Female,1,0,0,26,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,66.05,1.0,2.2
8624-GIOUT,Yes,Female,0,0,0,49,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),59.75,0.0,1.99
8625-AZYZY,Yes,Male,0,1,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.65,0.0,3.49
8626-PTQGE,No,Male,0,0,0,69,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,0.0,2.0
8626-XHBIE,No,Male,0,0,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,0.0,0.83
8627-EHGIP,Yes,Male,0,0,0,44,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,53.95,0.0,1.8
8627-ZYGSZ,No,Male,0,1,0,47,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Electronic check,78.9,0.0,2.63
8628-MFKAX,No,Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.75,1.0,3.89
8630-FJLIB,No,Female,0,0,0,18,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,0.0,2.33
8630-QSGXK,No,Male,0,1,0,51,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),75.2,0.0,2.51
8631-NBHFZ,Yes,Male,1,1,1,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.4,1.0,2.65
8631-WUXGY,No,Female,0,0,1,46,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,0.0,3.33
8631-XVRZL,No,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.15,0.0,0.67
8634-CILSZ,Yes,Male,0,0,0,69,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.7,0.0,3.49
8634-MPHTR,Yes,Male,1,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,1.0,3.34
8637-XJIVR,Yes,Female,0,0,0,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.95,0.0,2.63
8639-NHQEI,No,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),95.9,0.0,3.2
8640-SDGKB,Yes,Male,0,0,0,4,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.4,0.0,2.48
8642-GVWRF,Yes,Female,0,1,0,2,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),79.7,0.0,2.66
8644-XLFBW,Yes,Male,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,1.0,2.39
8644-XYTSV,No,Male,0,1,0,42,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),40.15,0.0,1.34
8645-KOMJQ,No,Male,0,1,1,69,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.95,0.0,2.73
8645-KWHJO,No,Male,0,0,0,14,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,55.0,0.0,1.83
8646-JCOMS,No,Female,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.55,0.0,3.02
8647-SDTWQ,No,Male,0,1,1,57,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.3,0.0,2.48
8648-PFRMP,No,Female,1,0,0,14,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,46.35,1.0,1.55
8649-VYTUC,,Male,0,0,0,24,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.35,0.0,3.01
8650-RHRKE,Yes,Male,0,0,0,4,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.65,0.0,0.99
8651-ENBZX,Yes,Female,1,0,0,60,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,106.0,1.0,3.53
8652-YHIYU,No,Female,0,0,1,16,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),79.5,0.0,2.65
8654-DHAOW,No,Female,0,0,0,2,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.15,0.0,1.8
8659-HDIYE,No,Female,1,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),74.65,1.0,2.49
8659-IOOPU,No,Female,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Electronic check,100.45,0.0,3.35
8660-BUETV,No,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,0.0,1.49
8661-BOYNW,No,Female,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),84.4,0.0,2.81
8663-UPDGF,No,Female,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.5,0.0,2.32
8665-UTDHZ,Yes,Male,0,1,1,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.2,0.0,1.01
8668-KNZTI,No,Male,0,0,0,52,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Electronic check,53.75,0.0,1.79
8670-ERCJH,No,Male,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),113.4,0.0,3.78
8670-MEFCP,No,Female,0,1,1,36,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.9,0.0,3.1
8671-KKKOS,No,Female,0,1,0,46,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,45.55,0.0,1.52
8672-OAUPW,No,Male,0,0,1,51,1,No,DSL,No,No,No,Yes,No,No,One year,0,Credit card (automatic),47.85,0.0,1.6
8676-OOQEJ,No,Male,0,0,0,4,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.5,0.0,1.02
8676-TRMJS,Yes,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.0,0.0,2.5
8677-HDZEE,No,Female,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.45,0.0,3.52
8679-JOEVF,Yes,Female,1,0,0,16,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,59.4,1.0,1.98
8679-LZBMD,No,Male,0,1,0,44,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.65,0.0,3.02
8680-CGLTP,No,Male,0,0,0,29,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,58.75,0.0,1.96
8681-ICONS,No,Male,0,1,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,0.0,0.69
8685-WHQPW,Yes,Female,1,0,0,22,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.4,1.0,2.48
8687-BAFGU,No,Male,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.0,0.0,2.47
8690-UPCZI,No,Male,0,1,1,29,1,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),69.05,0.0,2.3
8690-ZVLCL,No,Female,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.0,0.0,2.93
8695-ARGXZ,No,Male,1,1,0,34,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,1.0,2.52
8695-WDYEA,No,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,51.25,0.0,1.71
8696-JKZNU,Yes,Female,1,0,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,1.0,2.54
8699-ASUFO,Yes,Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.4,1.0,2.48
8701-DGLVH,No,Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,0.0,0.68
8705-DWKTI,No,Male,0,0,0,52,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),83.8,0.0,2.79
8705-WZCYL,No,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.8,0.0,1.49
8706-HRADD,No,Male,0,0,0,21,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,43.55,0.0,1.45
8707-HOEDG,No,Female,0,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.2,0.0,3.67
8707-RMEZH,No,Female,1,1,0,69,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Credit card (automatic),87.3,1.0,2.91
8708-XPXHZ,Yes,Female,0,1,1,42,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,0.0,3.14
8709-KRDVL,No,Female,0,0,0,33,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,0.0,3.33
8710-YGLWG,No,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.9,0.0,1.5
8711-LOBKY,No,Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,0.0,0.66
8713-IGZSO,No,Male,0,0,0,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.85,0.0,0.83
8714-CTZJW,No,Female,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),82.85,0.0,2.76
8714-EUHJO,Yes,Female,0,1,1,31,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,91.15,0.0,3.04
8715-KKTFG,No,Female,0,1,0,61,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.3,0.0,3.44
8717-VCTXJ,No,Male,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,0.0,0.65
8718-PTMEZ,Yes,Female,0,0,0,13,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,31.05,0.0,1.03
8720-RQSBJ,No,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,1.0,1.47
8722-NGNBH,Yes,Male,0,0,0,5,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,40.0,0.0,1.33
8722-PRFDV,No,Female,0,1,1,71,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),77.55,0.0,2.58
8725-JEDFD,No,Male,0,0,0,27,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.05,0.0,2.3
8727-JQFHV,No,Male,0,1,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,0.0,0.69
8727-XDPUD,No,Male,0,0,0,37,0,No phone service,DSL,No,No,No,No,Yes,No,Two year,0,Credit card (automatic),35.8,0.0,1.19
8728-SKJLR,No,Male,0,0,0,41,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,74.25,0.0,2.48
8731-WBBMB,No,Female,0,1,0,26,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.9,0.0,2.73
8732-BBLMG,,Female,0,0,0,5,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,0.0,1.7
8734-DKSTZ,No,Female,0,1,1,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.95,0.0,2.86
8734-FNWVH,No,Male,0,1,1,31,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),59.7,0.0,1.99
8735-DCXNF,No,Male,0,1,0,10,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),54.95,0.0,1.83
8735-IJJEG,No,Male,0,1,0,14,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),50.2,0.0,1.67
8735-NBLWT,No,Male,0,0,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,0.0,0.68
8735-SDUFN,No,Female,1,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,1.0,0.81
8738-JOKAR,No,Female,0,0,0,42,1,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Mailed check,67.7,0.0,2.26
8739-QOTTN,No,Female,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,0.0,0.68
8739-WWKDU,Yes,Male,1,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.5,1.0,2.98
8739-XNIKG,No,Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.0,0.0,2.8
8740-CRYFY,Yes,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.95,0.0,2.63
8740-XLHDR,Yes,Male,0,0,0,5,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,43.25,0.0,1.44
8741-LQOBK,No,Female,0,1,1,46,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),35.05,0.0,1.17
8745-PVESG,No,Female,0,0,0,57,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),41.1,0.0,1.37
8746-BFOAJ,No,Male,1,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,1.0,0.68
8746-OQQRW,No,Male,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.25,0.0,0.84
8747-UDCOI,No,Female,0,1,0,65,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,0.0,0.64
8748-HFWBO,No,Male,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,0.0,0.66
8749-CLJXC,No,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,0.0,0.67
8749-JMNKX,Yes,Male,1,1,0,51,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.8,1.0,3.13
8749-TZYEC,No,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.8,0.0,0.83
8750-QWZAJ,No,Female,0,1,1,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,0.0,0.66
8751-EDEKA,No,Female,0,1,0,28,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),89.9,0.0,3.0
8752-GHJFU,No,Male,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Electronic check,92.0,1.0,3.07
8752-IMQOS,No,Male,0,1,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,0.0,0.67
8752-STIVR,Yes,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.0,0.0,2.63
8754-GZCEH,,Female,0,1,0,25,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,95.15,0.0,3.17
8755-IWJHN,No,Male,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),95.35,1.0,3.18
8755-OGKNA,No,Female,0,1,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,0.0,0.65
8756-RDDLT,No,Female,0,0,0,68,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,44.95,0.0,1.5
8757-TFHHJ,No,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,0.0,1.66
8760-ZRHKE,No,Female,1,1,1,71,1,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,0,Electronic check,69.2,1.0,2.31
8761-NSOBC,Yes,Male,0,0,0,44,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,100.55,0.0,3.35
8763-KIAFH,No,Female,0,1,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.55,0.0,0.68
8766-PAFNE,No,Male,0,1,0,71,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.1,0.0,2.64
8769-KKTPH,No,Female,0,1,1,63,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Credit card (automatic),99.65,0.0,3.32
8773-HHUOZ,Yes,Female,0,0,1,17,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,64.7,0.0,2.16
8774-GSBUN,No,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,0.0,0.85
8774-QWEBD,,Male,0,1,1,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.4,0.0,0.68
8775-CEBBJ,Yes,Female,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.2,0.0,1.47
8775-ERLNB,No,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.3,1.0,2.48
8775-LHDJH,Yes,Female,1,1,0,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.6,1.0,3.02
8777-MBMTS,No,Female,1,1,0,65,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),105.85,1.0,3.53
8777-PVYGU,No,Female,0,1,0,52,1,No,DSL,Yes,No,Yes,No,Yes,No,One year,1,Mailed check,64.3,0.0,2.14
8778-LMWTJ,No,Female,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.85,0.0,2.49
8779-QRDMV,Yes,Male,1,0,0,1,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,39.65,1.0,1.32
8779-YIQQA,No,Male,0,1,1,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,0.0,0.66
8780-IHCRN,No,Male,0,1,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.65,0.0,0.82
8780-IXSTS,Yes,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.1,0.0,3.0
8780-RSYYU,No,Female,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.2,0.0,0.64
8780-YRMTT,No,Female,0,0,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Mailed check,47.4,0.0,1.58
8782-LKFPK,No,Male,0,0,0,44,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,90.4,0.0,3.01
8782-NUUOL,No,Male,0,0,0,60,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,79.0,0.0,2.63
8784-CGILN,Yes,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.85,0.0,3.33
8785-CJSHH,No,Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,0.0,3.33
8785-EPNCG,Yes,Male,0,0,0,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),23.15,0.0,0.77
8788-DOXSU,No,Male,0,0,0,59,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),61.35,0.0,2.04
8791-GFXLZ,No,Male,0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.05,0.0,1.64
8792-AOROI,No,Female,0,1,0,8,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,65.5,0.0,2.18
8793-IZZRV,,Male,0,0,0,4,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.55,0.0,1.48
8799-OXZMD,No,Female,0,0,0,28,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,29.75,0.0,0.99
8800-JOOCF,No,Female,0,0,1,12,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,0.0,2.8
8800-ZKRFW,No,Female,0,1,1,30,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.5,0.0,3.58
8802-UNOJF,Yes,Male,1,0,0,12,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,83.8,1.0,2.79
8805-JNRAZ,No,Female,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.2,0.0,1.64
8806-EAGWC,Yes,Male,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.15,0.0,1.84
8807-ARQET,No,Female,0,0,0,41,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,40.35,0.0,1.34
8807-OPMBM,No,Female,0,1,1,55,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.65,0.0,0.86
